,content,score,content_clean
8,"Kenapa ya ig saya gabisa buat story pake musik, yang muncul musiknya cuma musik gak jelas, musik lokal indo gada, gmna pihak instagram solusinya, harus ditingkatkan lagi performanya, sangat disayangkan sekali aplikasi umat dunia performanya menurun tidak seperti dulu dulu yang lancar tidak ada bug",2,ya ig story pakai musik muncul musik musik musik lokal indonesia instagram solusi tingkat performa sayang aplikasi umat dunia performa turun lancar bug
264,"sumpahh kapan sh dibenerin nya anjir udah beberapa hari berlalu dan udah beberapa kali update ini kenapa gak ada perbaikan juga sih?, asli ngeganggu banget tau mau pasang story lagunya gak ada. repotin banget tau kalo harus ganti akun dulu buat bikin story terus di repost di akun lain. kalo gini terus mendingan di uninstall aja",1,sumpahh sh dibenerin nya anjir kali update baik sih asli ngeganggu banget tau pasang story lagu repotin banget tau ganti akun bikin story repost akun mending uninstall
406,"lagunya pada hilang semua, pada jadi lagu spanyol. search lagu Indonesia sama ing pada gaada semua, bug nya cepet diperbaiki dong. ga nyaman sama bug kaya gini.",1,lagu hilang lagu spanyol search lagu indonesia ing bug nya cepat baik nyaman bug kaya
293,Mohon diperbaiki untuk mencari musik indo tidak tersedia..dan sudah berkali2 login ulang dan pindah akun pribadi tetep tidak bisa mohon untuk diperbaiki dari pihak Ig supaya kembali normal dan bisa mencari musik indo kembali,1,mohon baik cari musik indonesia diad kali login ulang pindah akun pribadi mohon baik ig normal cari musik indonesia
36,"Instagram sekarang banyak erornya!! mulai dari notifikasi mention cerita gak muncul, notifikasi bisa tersepasi-spasi, reel di sudah di sematkan tapi tidak tersemat, reel sudah diaktifkan tombol berbagi di facebook tapi tidak terbagi, reel di bagikan di Facebook captionnya gak ikut.. parah banget tol !!",1,instagram eror notifikasi mention cerita muncul notifikasi tersepasispasi reel semat semat reel aktif tombol bagi facebook bagi reel bagi facebook captionnya parah banget tol
417,"Kecewa banget sama ig, mau post story video knp g ke kirim² padahal sinyal semua aman. Terus udh dihapus batal kirim knp masih ada memposting ?!!! Mana gak hilang² . gak tau kesalahan apa , tolong perbaiki ya min huftt",2,kecewa banget ig post story video kirim sinyal aman hapus batal kirim memposting hilang tau salah tolong baik ya min huftt
153,"IG selalu eror untuk ngelihat story teman dan keluar notif ""lagu ini sekarang tidak tersedia"" dan kalau kita search musik juga selalu keluar notif ""tidak ada hasil yang di temukan"". Tolong di perbaiki.",1,ig eror ngelihat story teman pemberitahuan lagu sedia search musik pemberitahuan hasil temu tolong baik
124,"Di update malah makin bongkrak mau posting pake audio malah gabisa ""audio sudah tidak tersedia"" ga jelas,tolong lah di perbaikin lagi supaya lebih nyaman dalam bersosial media...gaush update² lah ga jelas lagu tidak tersedia terus!!!",1,update bongkrak posting pakai audio audio sedia jelastolong perbaikin nyaman sosial mediagaush update lagu sedia
166,"Instagram yg terhormat, dimohon agar di perbaiki bug saat mau story foto sama lagu mengalami kendala karena lagu lagu lagu luar semua, dan selalu nihil waktu mencari lagu indo, dimohon segera perbaiki",1,instagram hormat mohon baik bug story foto lagu alami kendala lagu lagu lagu nihil cari lagu indonesia mohon baik
361,Menurut Saya Setelah Update 1 Minggu Ternyata Gak Terlalu Banyak Ada Perubahan Cuma Emang Iya Bug-nya Banyak Contoh Konten Yang Gak Tertarik Masih Tetap Muncul Walaupun Udah Disembunyikan Lalu Postingan Berasa Dibatasi Padahal Non-aktif Pembatas Dll. Tapi Untuk Fitur² Lumayanlah Cuma Bug-nya Doang Yang Dipermasalahkan Itu Aja Menurut Gua,3,update minggu ubah emang iya bugnya contoh konten tarik muncul sembunyi postingan asa batas nonaktif batas lain fitur lumayan bugnya masalah
237,"Gak jelas sekarang fitur musik lagu indo malah tidak tersedia,lagu luar doank yang tersedia nya. Makin ngawur aplikasi kebanyakan update tapi fitur murahan",1,fitur musik lagu indonesia tersedialagu sedia nya ngasal aplikasi banyak update fitur murah
115,"Hai apk Instagram, kenapa setelah update makin ndk jelas saja apkNya, saya udah nyimpa kenangan di Instagram, di sorotan cerita, mau unduh ke galery kok ndk bisa,, mau bikin instastory mau nambah musik, musik yang di cari malah kaga ada. Ndk jelas bangat sih ni apk, tolong dong di perbaiki, kalau bisa balik seperti versi lama, yang enak bangat jelas apkNya, mau undu sorotan cerita ke galery bisa!!Bintan 1 aja selama apk ndk di perbaiki",1,hai apk instagram update apknya nyimpa kenang instagram sorot cerita unduh galery bikin instastory tambah musik musik cari bangat sih ni apk tolong baik versi enak bangat apknya undu sorot cerita galery bisabintan apk baik
114,"Fyp reels berubah drastis, yang awalnya video yang saya suka (Like) malah berubah drastis ke video yang saya tidak sukai. Padahal saya sudah menekan tombol ""Tidak tertarik"" tapi masih saja muncul video yang sama, begitupun video yang saya sukai, saya sudah menekan tombol ""Tertarik"" tapi masih saja belum muncul video yang saya sukai/tertarik. Mohon lebih bijak dalam menentukan.",1,fyp reels ubah drastis video suka like ubah drastis video suka tekan tombol tarik muncul video video suka tekan tombol tarik muncul video sukaitertarik mohon bijak tentu
161,"Kupikir cuman aku yg eror, ternyata yg lain jugaa, beneran deh ini ig semakin di update semakin ga jelas, fitus musik ga semua lagunya ada, padahal udh judulnya udh bener, tapi yg muncul malah lagu lagu yg ga dikenal",1,pikir eror jugaa beneran deh ig update fitus musik lagu judul bener muncul lagu lagu kenal
179,"Musik di Instagram tidak berjalan dengan benar. saya mencari lagu2 KPOP tapi tidak ada sama sekali. Saya sangat kesal, tolong perbaiki. Saya ingin menggunakan lagu-lagu tersebut untuk Cerita Instagram saya. Saya mohon tolong diperbaiki karena saya sangat ingin memakai lagu-lagunya. Bahkan lagu-lagu yang populer seperti Taylor Swift, Selena Gomez, Nggak ada juga. Apalagi Kpop, yang ada lagu-lagu yang ga terkenal. TOLONG DIPERBAIKI ! 🙏🏻",1,musik instagram jalan cari lagu kpop kesal tolong baik lagulagu cerita instagram mohon tolong baik pakai lagulagunya lagulagu populer taylor swift lena gomez kpop lagulagu kenal tolong baik
294,Tolong yang punya ig di perbarui lagi karna makin di update makin susah seperti suara tidak sesuai dengan mulut terus klo simpan foto/vidio gak kesimpan di galeri nya terus banyak bug nya juga klo lagi cari nama lagu gak bisa padahal udah bener tulisannya banyak ngeleg nya jugaa jadi tolong diperparui,2,tolong ig baru update susah suara sesuai mulut simpan fotovidio simpan galeri nya bug nya cari nama lagu bener tulis ngeleg nya jugaa tolong paru
217,"Banyak postingan dan reels yang tidak suka bermunculan, sudah di kelola tidak tertarik malah makin banyak postingan dan reels serupa yang bermunculan. Tolong segera di perbaiki algoritmanya",1,postingan reels suka muncul kelola tarik postingan reels muncul tolong baik algoritmanya
387,Fitur music di insta story tetiba pada ilang..pdhal paling suka update story disni krn lgu2nya ngehits bnyk pilihan..skrg sisa lagu2 unknown yg ga menarik..dan ternyta banyak keluhan yg sama.. plizz segera di perbaiki dunk🙏,1,fitur musik insta story tetiba ilangpdhal suka update story lgunya ngehits pilihanskrg sisa lagu unknown menarikdan ternyta keluh plizz baik dunk
296,"Sebelumnya Instagram sangat membantu, tp sekarang malah seperti gada bedanya tanpa install IG. foto/video tidak bisa tersimpan di galeri. jadi ya.. susah jika mau edit dulu sebelum diupload. semoga segera diperbaiki",1,instagram bantu beda install ig fotovideo simpan galeri ya susah edit diupload moga baik
320,Instagram gimana sih udah di update kok gak bisa nyimpan foto sama video di galeri masa gabisa masuk di galeri udh gitu masuknya ke file telepon lagi gimana sih tolong di perbaiki yaa jangan begini lagi.,1,instagram sih update nyimpan foto video galeri masuk galeri masuk file telepon sih tolong baik yaa
24,"Aku suka fitur efek kamera apalagi yang lucu"". Kalau udah buat foto atau Vidio suka nyimpwan. Tapi akhir"" ini udah nggk bisa ke simpan. Waktu di klik simpan berikut e emang keluar disimpan. Waktu dicari kok nggk ada di Galeri. Di coba berkali-kali tetep aja gitu.. mohon buat pihak Instagram buat memperbaiki nya. Karena suka banget sama hasil foto nya.. 🙏😣",2,suka fitur efek kamera lucu foto video suka nyimpwan simpan klik simpan e emang simpan cari galeri coba berkalikali mohon instagram baik nya suka banget hasil foto nya
66,Kenapa setelah di update instagram sudah 2 mingguan lebih ini aplikasi saya jadi tidak bisa ditemukan musik.. Mau update insta story ketika mencari musik yg keluar hasilnya 'tidak ditemukan'.. Tolong dong Instagram kenapa akun saya jd begini.,1,update instagram minggu aplikasi temu musik update insta story cari musik hasil temu tolong instagram akun
95,"Setelah di update kenapa malah banyak banget bugnya. Fitur musik yang tidak tersedia bikin gue jengkel sumpah. Padahal dulu aman² aja sebelum di update. Terus setiap lihat story temen selalu ada tulisan ""lagu ini sekarang tidak tersedia"".",2,update banget bugnya fitur musik sedia bikin jengkel sumpah aman update lihat story temen tulis lagu sedia
410,"Ini musik nya kok kalo dicari gda sii ,malah muncul musik gajelas ,makin di update kok makin burik si ,tolonglah perbaiki secepatnya 😞 ga bisa update story klo gini",1,musik nya cari sii muncul musik update burik si tolong baik cepat update story
455,"Tolong dong kembalikan ig seperti dlu agar kami pengguna bsa nyaman make, masa iya sekarang klo fto atau video klo nyimpen gak muncul di galery lama bgt munculnya, hp nya harus dioff dlu baru bsa kesimpen bkin gak nyaman aja.",1,tolong kembali ig guna nyaman pakai iya fto video nyimpen muncul galery banget muncul hp nya dioff kesimpen bkin nyaman
454,"Tolong banget buat Instagram, saya mau post story pakai musik yang saya mau tapi nggak ada. udah dua Minggu fitur musik tulisan audio tidak tersedia, saya minta tolong banget di respon ya 🙏🏻🙏🏻",1,tolong banget instagram post story pakai musik minggu fitur musik tulis audio sedia tolong banget respon ya
295,"Instagram kenapa sii, ga jelas bgt... masa ga bisa pake lagu.. trs setiap ada org yg posting pake lagu audio nya jga ga bisa di dengerin.. tidak ditemukan",1,instagram sii banget pakai lagu orang posting pakai lagu audio nya dengerin temu
78,"Makin di update malah makin gajelassss! Kalo mau buat postingan dikasi lagu, eh pas cari malah lagu nya ga muncul semua!!, yang keluar malah lagu barat yang asing² didenger.",1,update gajelassss postingan kasih lagu eh pas cari lagu nya muncul lagu barat asing didenger
71,Akun ig pertama saya tidak bisa pake lagu lokal ada info. lagu tidak tersedia kalau saya liat cerita ig orang pake lagu lokal kaga ada lagu nya tulisan nya lagu ini tidak tersedia. Tolong di perbaiki yaa min biar makin nyaman make ini aplikasi.,1,akun ig pakai lagu lokal informasi lagu sedia lihat cerita ig orang pakai lagu lokal lagu nya tulis nya lagu sedia tolong baik yaa min biar nyaman pakai aplikasi
386,"Ini kenapa ya instagram kok saya abis poto terus disimpan ke galeri, tulisannya disimpan tapi gak ada di galeri. Udah bersihin cache, udah apdet terbaru sampe direstart segala tetep aja gabisa bisa. Tolong di tinjau lagi",2,ya instagram habis foto simpan galeri tulis simpan galeri bersihin cache apdet baru direstart tolong tinjau
61,"3 tahun pakek ig ,baru kali ini lagu nya full inggris itu pun gk jelas bgd , nyari lagu indo gk ditemukan gimana sih baru kali ini yang kek gini ,padahal akun yang satunya gk gitu lagu indo nya ada ,tolong diperbaiki ya pihak Instagram kalau lagunya bagus si kek di capcut2 itu masi bisa di buat story ,kalau lagunya gk jelas gimana yg mau buat story tolong diperbaiki ya🙏🙏",1,pakai ig kali lagu nya full inggris bgd nyari lagu indonesia temu sih kali akun satu lagu indonesia nya tolong baik ya instagram lagu bagus si capcut story lagu story tolong baik ya
13,"bug, setiap membuat postingan/melihat postingan foto orang yang di tambahkan lagu, pasti muncul tulisan audio tidak tersedia, padahal di hp teman saya audionya ada, dan saat di update akun saya tidak terupdate semua, hanya akun secc yang terupdate, akun satunya tidak terupdate, tolong di perbaiki, sangat mengganggu!",1,bug postinganmelihat postingan foto orang tambah lagu muncul tulis audio sedia hp teman audio update akun terupdate akun secc terupdate akun satu terupdate tolong baik ganggu
118,Instagram kenapa sihhhhh...saya login 2 akun tp akun utama saya ga bisa masukin musik sesuai pilihan kita di story trus pake emot yg bergerak jg bisa..liat story orang yg pake musik/lagu selalu ad keterangan lagu tidak tersedia. Gimana nih solusinya udah smingguan 😭,1,instagram sihhhhhsaya login akun akun utama masukin musik sesuai pilih story pakai emot gerak bisaliat story orang pakai musiklagu terang lagu sedia nih solusi smingguan
15,Ada bug dimana akun utama saya tidak bisa repost story dengan satu kali ketuk full screen. Akan tetapi di akun kedua atau akun saya yang lain bisa repost story dengan full screen sekali ketuk saja. Masalah settingan kalau disamakan cukup memakan waktu. Menurut saya juga perlu ada yang namanya reset pengatutan. Terimakasih,1,bug mana akun utama repost story kali ketuk full screen akun akun repost story full screen ketuk settingan sama makan nama reset katut terimakasih
490,Tolong di perbaiki dong fitur gifnya kok gk ada ya padahal di versi lama di akun saya ada dqn muncul ini setelah di oerbarui gk ada koneksi internet bagus hp saya di versi android terbaru tapi gak bisa muncul gifnya saya juga sudah bikin laporan di pihak instagram tapi belum ada perbaikan,1,tolong baik fitur gifnya ya versi akun dqn muncul oerbarui koneksi internet bagus hp versi android baru muncul gifnya bikin lapor instagram baik
195,"Ini kenapa lagi si Kok musik di beranda saya ga ada tolong yaa saya sgt sangat kesal dengan ke erroran ini, sgt Tdk nyaman, dan satu lagi ketika foto pake kamera ig terus simpan fotonya ga kesimpan di galeri padahal penyimpanan saya masih besar, emang tolol bgt bikin kesel tolong ya ajg di perbaikiii gw kesel bgt mau 2 minggu musik di IG gw ga ada suara nya kek ajg",1,si musik beranda tolong yaa kesal erroran nyaman foto pakai kamera ig simpan foto simpan galeri simpan emang tolol banget bikin kesel tolong ya ajg perbaikiii kesel banget minggu musik ig suara nya ajg
201,"Masalah ku terjawabkan, trnyata gak cuma aku yg bemsalah ig ny... smua lagu gak ad yang seru... lagu luar negei smua, mau cari lagu indonesia gak ada, gk kaya dlu lagi, smua lagu lengkap. Dah Bintang 1 buat IG .",1,ku jawab bemsalah ig ny lagu seru lagu negei cari lagu indonesia kaya lagu lengkap bintang ig
